UniProtKB.AC	Ensembl
P09525	ENSG00000196975
P08758	ENSG00000164111
P08133	ENSG00000197043
P20073	ENSG00000138279
P13928	ENSG00000265190
O76027	ENSG00000143412
P28039	ENSG00000136250
P19801	ENSG00000002726
O75106	ENSG00000131480
Q16853	ENSG00000131471
P21397	ENSG00000189221
P27338	ENSG00000069535
Q06278	ENSG00000138356
O60641	ENSG00000065609
Q63HQ0	ENSG00000138660
Q10567	ENSG00000100280
O43747	ENSG00000166747
O75843	ENSG00000213983
Q9BXS5	ENSG00000072958
Q9Y6Q5	ENSG00000129354
P61966	ENSG00000106367
P56377	ENSG00000182287
Q96PC3	ENSG00000152056
O95782	ENSG00000196961
O94973	ENSG00000183020
P05549	ENSG00000137203
P63010	ENSG00000006125
Q92481	ENSG00000008196
Q92754	ENSG00000087510
Q7Z6R9	ENSG00000008197
Q6VUC0	ENSG00000116819
Q96CW1	ENSG00000161203
P53680	ENSG00000042753
O00203	ENSG00000132842
Q13367	ENSG00000103723
O14617	ENSG00000065000
Q9Y2T2	ENSG00000185009
P53677	ENSG00000070718
Q92572	ENSG00000177879
P59780	ENSG00000157823
Q96N21	ENSG00000167302
P50583	ENSG00000164978
Q9Y6B7	ENSG00000134262
Q9UPM8	ENSG00000081014
O00189	ENSG00000221838
Q9Y587	ENSG00000100478
Q2VPB7	ENSG00000254470
Q9H0R1	ENSG00000053770
Q9NUS5	ENSG00000125843
O43299	ENSG00000242802
O14727	ENSG00000120868
Q02410	ENSG00000107282
Q99767	ENSG00000034053; ENSG00000276495
O96018	ENSG00000011132
O00213	ENSG00000166313
Q92870	ENSG00000163697
O95704	ENSG00000113108
Q92624	ENSG00000062725
Q9UM13	ENSG00000164162
Q9NYG5	ENSG00000141552
Q9BS18	ENSG00000129055
P60006	ENSG00000110200
Q96DE5	ENSG00000166295
Q9H1A4	ENSG00000153107
Q9UJX5	ENSG00000053900
Q9UJX4	ENSG00000089053
Q9UJX3	ENSG00000196510
Q8J025	ENSG00000154856
Q8NCL9	ENSG00000198768
O95996	ENSG00000115266
P25054	ENSG00000134982
Q9ULZ1	ENSG00000171388
P27695	ENSG00000100823
Q9UBZ4	ENSG00000169188
Q96BI3	ENSG00000117362
Q8WW43	ENSG00000138613
Q9BZZ5	ENSG00000166181
P35414	ENSG00000134817
Q96LR9	ENSG00000178878
Q8IW19	ENSG00000169621
P51693	ENSG00000105290
Q06481	ENSG00000084234
Q9HDC9	ENSG00000101474
P02647	ENSG00000118137
P02652	ENSG00000158874
P06727	ENSG00000110244
Q6Q788	ENSG00000110243
P08519	ENSG00000198670
Q0VD83	ENSG00000184730
P04114	ENSG00000084674
P02654	ENSG00000130208
P02655	ENSG00000234906
P02656	ENSG00000110245
P55056	ENSG00000267467
P05090	ENSG00000189058
P02649	ENSG00000130203
Q13790	ENSG00000175336
P02749	ENSG00000091583
O14791	ENSG00000100342
Q9BQE5	ENSG00000128335
O95236	ENSG00000128284
Q9BPW4	ENSG00000100336
Q9BWW9	ENSG00000128313
Q9BWW8	ENSG00000221963
O95445	ENSG00000204444; ENSG00000206409; ENSG00000224290; ENSG00000226215; ENSG00000235754; ENSG00000227567; ENSG00000231974
Q96IL0	ENSG00000256053
Q8IVJ8	ENSG00000198590
F7VJQ1	
Q53RT3	ENSG00000244617
Q13794	ENSG00000141682
Q7Z2E3	ENSG00000137074
P07741	ENSG00000198931
Q8IXF9	ENSG00000184945
A6NM10	ENSG00000185176
Q96PS8	ENSG00000143595
Q8NBQ7	ENSG00000178301
P29972	ENSG00000240583
P41181	ENSG00000167580
Q92482	ENSG00000165272
P55087	ENSG00000171885
P55064	ENSG00000161798
Q13520	ENSG00000086159
A6NL99	
O14520	ENSG00000165269
O94778	ENSG00000103375
O43315	ENSG00000103569
O60306	ENSG00000021776
Q5H913	ENSG00000174225
Q3SXY8	ENSG00000169379
Q6NSI1	
Q9Y2Y0	ENSG00000102931
Q15041	ENSG00000170540
Q66PJ3	ENSG00000182196
Q8N6S5	ENSG00000177917
P10398	ENSG00000078061
Q6UW56	ENSG00000138085
Q96P48	ENSG00000186635
Q8WZ64	ENSG00000047365
Q8WWN8	ENSG00000120318
Q96IT6	
P25098	ENSG00000173020
P35626	ENSG00000100077
Q92747	ENSG00000241685
O15143	ENSG00000130429
Q8IWT0	ENSG00000176261
Q7LC44	ENSG00000198576
P15514	ENSG00000109321
O15033	ENSG00000119682
P84077	ENSG00000143761
P61204	ENSG00000134287
P18085	ENSG00000168374
P84085	ENSG00000004059
P62330	ENSG00000165527
Q8N6T3	ENSG00000101199
Q8N6H7	ENSG00000149182
Q9NP61	ENSG00000242247
P53367	ENSG00000164144
P53365	ENSG00000132254
Q13795	ENSG00000101246
Q8N726	ENSG00000147889
Q8N1W1	ENSG00000214944
A8MVX0	ENSG00000214694
A5YM69	ENSG00000213214
Q8N4T4	ENSG00000137135
Q9HCE6	ENSG00000074964
A6NJG6	ENSG00000186103
P05089	ENSG00000118520
P78540	ENSG00000081181
Q9NWB6	ENSG00000134884
A1IGU5	ENSG00000183111
Q9NXL2	ENSG00000236699
Q8TER5	ENSG00000165801
Q92888	ENSG00000076928
Q92974	ENSG00000116584
Q9NR81	ENSG00000163947
Q9NR80	ENSG00000136002
Q12774	ENSG00000050327
Q15052	ENSG00000129675
Q14155	ENSG00000102606
Q7Z628	ENSG00000173848
O43307	ENSG00000131089
O15013	ENSG00000104728; ENSG00000274726
O15085	ENSG00000132694
Q9NZN5	ENSG00000196914
O94989	ENSG00000198844
Q5VV41	ENSG00000130762
Q96PE2	ENSG00000110237
Q6ZSZ5	ENSG00000104880
Q8IW93	ENSG00000142632
Q86VW2	ENSG00000240771
Q96DR7	ENSG00000114790; ENSG00000277101
Q8NDY3	ENSG00000153531
Q9NX46	ENSG00000116863
Q5SW96	ENSG00000157978
O14497	ENSG00000117713
Q8NFD5	ENSG00000049618
Q9Y4X5	ENSG00000166233
Q8N7S6	ENSG00000221883
O95376	ENSG00000177479
Q99856	ENSG00000116017
Q8IVW6	ENSG00000179361
A6NKF2	ENSG00000205143
P29374	ENSG00000032219
Q4LE39	ENSG00000054267
Q03989	ENSG00000196843
Q14865	ENSG00000150347
Q68CP9	ENSG00000189079
Q9Y4B4	ENSG00000164080
O43488	ENSG00000053371
O95154	ENSG00000162482
Q8NHP1	ENSG00000211454
Q8N8L6	ENSG00000175414
Q969Q4	ENSG00000152213
Q8N4G2	ENSG00000179674
Q9NXU5	ENSG00000185305
Q0P5N6	ENSG00000214087
Q8IVW1	ENSG00000185829; ENSG00000228696; ENSG00000275748; ENSG00000276276
P40616	ENSG00000120805
P36404	ENSG00000213465
P36405	ENSG00000138175
P40617	ENSG00000122644
P56559	ENSG00000188042
P49703	ENSG00000175906
Q9Y689	ENSG00000162980
Q96KC2	ENSG00000165997
A6NH57	ENSG00000141748
Q9H0F7	ENSG00000113966
Q96BM9	ENSG00000143862
Q9NVJ2	ENSG00000134108
Q6T311	ENSG00000196503
P04424	ENSG00000126522
Q8N2F6	ENSG00000170632
Q5T9G4	ENSG00000157343
Q9NVT9	ENSG00000104442
Q8NEN0	ENSG00000118690
Q5W041	ENSG00000165309
Q5T2S8	ENSG00000169126
Q96C12	ENSG00000140691
Q6NXE6	ENSG00000105676
Q9H6L4	ENSG00000125449
Q8IUR7	ENSG00000114098
Q7Z3E5	ENSG00000135931
P0C7Q2	ENSG00000254636
Q9H993	ENSG00000146476
Q9P291	ENSG00000126947
Q7L311	ENSG00000184867
Q9UH62	ENSG00000102401
Q5H9R4	ENSG00000196440
Q6P1M9	ENSG00000125962
Q7L4S7	ENSG00000198960
Q9HBZ2	ENSG00000172379
P27540	ENSG00000143437
Q86WX3	ENSG00000187051
Q9NZ32	ENSG00000131966
P56211	ENSG00000128989
Q9UBL0	ENSG00000172995
P61160	ENSG00000138071
Q9P1U1	ENSG00000133627
Q9C0K3	ENSG00000106526
P61158	ENSG00000115091
Q9BPX5	ENSG00000136950
Q9H9F9	ENSG00000101442
Q9GZN1	ENSG00000075089
Q9H981	ENSG00000113812
O15144	ENSG00000163466
O15145	ENSG00000111229
P59998	ENSG00000241553
O15511	ENSG00000162704
Q7Z6K5	ENSG00000242498
P49407	ENSG00000137486
P32121	ENSG00000141480
P36575	ENSG00000120500
Q8N5I2	ENSG00000197070
Q8TBH0	ENSG00000105643
Q96B67	ENSG00000113369
Q8NCT1	ENSG00000140450
A6NEK1	ENSG00000205784
P10523	ENSG00000130561; ENSG00000281857
P15289	ENSG00000100299
P15848	ENSG00000113273
P51689	ENSG00000006756
P51690	ENSG00000157399
P54793	ENSG00000062096
Q96EG1	ENSG00000141337
Q5FYA8	ENSG00000205667
Q5FYB1	ENSG00000183876
Q5FYB0	ENSG00000180801
Q6UWY0	ENSG00000164291
Q5T4W7	ENSG00000117407
Q9H2C2	ENSG00000173409
O00192	ENSG00000099889
Q96QS3	ENSG00000004848
P18440	ENSG00000171428
P11245	ENSG00000156006
Q9HBK9	ENSG00000214435
P0C7U1	ENSG00000204147
Q13510	ENSG00000104763
Q9NR71	ENSG00000188611
Q9ULH1	ENSG00000153317
O43150	ENSG00000151693
Q8TDY4	ENSG00000088280; ENSG00000282854
Q495Z4	
Q8WXI3	ENSG00000146926
Q8WXH4	ENSG00000165192
Q8WXK4	ENSG00000198881
Q8WXK3	ENSG00000196372
A6NK59	ENSG00000239388
Q8WXK1	ENSG00000146809
Q96NS5	ENSG00000161664
Q8WXJ9	ENSG00000154007
Q6ZVZ8	ENSG00000182177
Q9Y576	ENSG00000065802
Q96Q27	ENSG00000100628; ENSG00000278693
Q9Y575	ENSG00000115239
Q9Y574	ENSG00000005981
Q8WWX0	ENSG00000164122
Q9NWX5	ENSG00000148331
Q9H672	ENSG00000183475
Q9H765	ENSG00000177981
Q96DX5	ENSG00000102048
Q8N9N2	ENSG00000138303
Q9H1I8	ENSG00000100325
Q8N3C0	ENSG00000112249
P50553	ENSG00000139352
Q99929	ENSG00000183734
Q9NQ33	ENSG00000176009
Q6XD76	ENSG00000187855
Q7RTU5	ENSG00000232237
Q9ULZ3	ENSG00000103490
Q9Y294	ENSG00000111875
Q9NVP2	ENSG00000105011
Q7L266	ENSG00000162174
P07306	ENSG00000141505
P07307	ENSG00000161944
Q9NR48	ENSG00000116539
Q9UBL3	ENSG00000129691
Q9BVC5	ENSG00000135974
P78348	ENSG00000110881
Q16515	ENSG00000108684
Q9UHC3	ENSG00000213199
Q96FT7	ENSG00000072182
Q9NY37	ENSG00000256394
P42127	ENSG00000101440
Q92484	ENSG00000172594
Q92485	ENSG00000130768
O95671	ENSG00000169093
P46597	ENSG00000196433
P17405	ENSG00000166311
O43681	ENSG00000198356
Q9NWL6	ENSG00000138381
P08243	ENSG00000070669
Q9BZE9	ENSG00000169696
A6ND91	ENSG00000204653
P20933	ENSG00000038002
Q5U4P2	ENSG00000174939
Q6ICH7	ENSG00000128203
Q12797	ENSG00000198363
Q8IZT6	ENSG00000066279
Q9BXN1	ENSG00000106819
Q96KQ4	ENSG00000088808
Q13625	ENSG00000143514
P26436	ENSG00000134940
P00966	ENSG00000130707
Q2TB18	ENSG00000034533
Q9Y284	ENSG00000105583
Q6HA08	ENSG00000188886
O14525	ENSG00000152092
O75129	ENSG00000148219
Q8IXJ9	ENSG00000171456
Q76L83	ENSG00000143970
Q9C0F0	ENSG00000141431
Q8WWH4	ENSG00000154438
O60312	ENSG00000206190
O94823	ENSG00000118322
Q9P241	ENSG00000145246
P98196	ENSG00000068650
Q9Y2G3	ENSG00000058063
Q8NB49	ENSG00000101974
P54707	ENSG00000075673
Q9HD20	ENSG00000105726
Q9NQ11	ENSG00000159363
Q9H7F0	ENSG00000133657
Q4VNC1	ENSG00000127249
Q4VNC0	ENSG00000187527
P05023	ENSG00000163399
P50993	ENSG00000018625
P13637	ENSG00000105409
Q13733	ENSG00000132681
P05026	ENSG00000143153
P14415	ENSG00000129244
P54709	ENSG00000069849
Q9UN42	ENSG00000101892
O14983	ENSG00000196296
P16615	ENSG00000174437
Q93084	ENSG00000074370
P20020	ENSG00000070961
Q01814	ENSG00000157087
Q16720	ENSG00000067842
P23634	ENSG00000058668
P98194	ENSG00000017260
O75185	ENSG00000064270
Q8TBG4	ENSG00000164089
Q8IUZ5	ENSG00000175309
Q5VTU8	ENSG00000180389
P24539	ENSG00000116459
P05496	ENSG00000159199
Q06055	ENSG00000135390
P48201	ENSG00000154518
Q7Z4Y8	ENSG00000249222
Q9ULK2	ENSG00000146776
Q5T6C5	ENSG00000162650
Q14CW9	ENSG00000087152
Q9Y2Q0	ENSG00000124406
Q9NTI2	ENSG00000132932
O43520	ENSG00000081923
P98198	ENSG00000143515
O60423	ENSG00000130270
Q8TF62	ENSG00000104043
P0DMR3	
Q8NBU5	ENSG00000138138; ENSG00000283024
Q6PL18	ENSG00000156802
Q96QE3	ENSG00000176208
Q5TC04	
Q5SQI0	ENSG00000137343; ENSG00000206488; ENSG00000234549; ENSG00000235658; ENSG00000231257; ENSG00000223752; ENSG00000229061
Q86WG3	ENSG00000167654
Q9ULI0	ENSG00000119778
Q9NVI7	ENSG00000197785
Q5T9A4	ENSG00000160072
Q5T2N8	ENSG00000215915
O95260	ENSG00000107669
P18846	ENSG00000123268
P15336	ENSG00000115966
P18847	ENSG00000162772
P18848	ENSG00000128272
Q9Y2D1	ENSG00000169136
P18850	ENSG00000118217
Q99941	ENSG00000168468; ENSG00000213676; ENSG00000228628; ENSG00000234539
P17544	ENSG00000170653
Q9H0Y0	ENSG00000152348
O94817	ENSG00000145782
O75143	ENSG00000175224
Q2TAZ0	ENSG00000110046
Q96BY7	ENSG00000066739
Q9NT62	ENSG00000144848
Q8WYN0	ENSG00000101844
Q9Y4P1	ENSG00000168397
Q96DT6	ENSG00000125703
Q86TL0	ENSG00000130734
Q9H1Y0	ENSG00000057663
O95352	ENSG00000197548
Q7Z3C6	ENSG00000198925
Q674R7	ENSG00000181652
Q9BSB4	ENSG00000123395
Q9UII2	ENSG00000130770
Q8N6G6	ENSG00000178031
Q86TH1	ENSG00000197859
P82987	ENSG00000156218
Q6UY14	ENSG00000143382
Q6ZMM2	ENSG00000185761
Q8WXF7	ENSG00000198513
Q8NHH9	ENSG00000119787
Q6DD88	ENSG00000184743
O43313	ENSG00000166454
Q13315	ENSG00000149311
P54259	ENSG00000111676
P54710	ENSG00000137731
Q92858	ENSG00000172238
Q8N100	ENSG00000179774
Q96SQ7	ENSG00000168874
O00244	ENSG00000177556
Q9Y6H3	ENSG00000166896; ENSG00000262145
P20648	ENSG00000105675
P51164	ENSG00000186009
P56381	ENSG00000124172
O75947	ENSG00000167863
P56385	ENSG00000169020
P18859	ENSG00000154723
O75964	ENSG00000167283
Q99766	ENSG00000125375
P00846	ENSG00000198899
Q04656	ENSG00000165240
P35670	ENSG00000123191
P03928	ENSG00000228253
O75110	ENSG00000054793
O43861	ENSG00000166377
P25705	ENSG00000152234
P06576	ENSG00000110955
P30049	ENSG00000099624
Q5TC12	ENSG00000123472
Q8N5M1	ENSG00000171953
P36542	ENSG00000165629
P56134	ENSG00000241468
P48047	ENSG00000241837
Q6ZP68	
Q6RW13	ENSG00000177674
Q8WXE1	ENSG00000164053
Q5VV63	ENSG00000107518
O75882	ENSG00000088812
P46100	ENSG00000085224
Q13535	ENSG00000175054
Q9H324	ENSG00000142303
P58397	ENSG00000151388
Q76LX8	ENSG00000160323; ENSG00000281244
Q8WXS8	ENSG00000138316
Q8TE58	ENSG00000166106
Q8TE57	ENSG00000145536
Q8TE56	ENSG00000140470
Q8TE60	ENSG00000140873
Q8TE59	ENSG00000145808
Q9UHI8	ENSG00000154734
P59510	ENSG00000173157
O95450	ENSG00000087116; ENSG00000283802
O15072	ENSG00000156140
O75173	ENSG00000158859
Q9UNA0	ENSG00000154736
Q9UKP5	ENSG00000049192
Q9UKP4	ENSG00000136378
Q9UP79	ENSG00000134917
Q9P2N4	ENSG00000163638
P17735	ENSG00000198650
Q9UBB4	ENSG00000130638
P0C7T5	ENSG00000224470
P54253	ENSG00000124788
Q8WWM7	ENSG00000168488
Q99700	ENSG00000204842
Q9H3M9	ENSG00000123594
P54252	ENSG00000066427
O15265	ENSG00000163635
Q156A1	
Q9H1Z8	ENSG00000119147
Q13825	ENSG00000148090
Q9H7T9	ENSG00000127423
Q9Y679	ENSG00000115307
O14965	ENSG00000087586
Q96GD4	ENSG00000178999
Q9UQB9	ENSG00000105146
Q8WXX7	ENSG00000158321
O75061	ENSG00000116675
Q9NQS1	ENSG00000169857
O75366	ENSG00000135407
Q8NBF6	ENSG00000105778
Q5T686	ENSG00000119986
P27037	ENSG00000121989
Q13705	ENSG00000114739
Q58HT5	ENSG00000204195
Q6E213	ENSG00000147160
Q3ZCQ2	ENSG00000177721
A6NMY6	
Q5VT79	ENSG00000264230
Q5T1B0	ENSG00000162779
O15169	ENSG00000103126
Q9Y2T1	ENSG00000168646
Q9H6S1	ENSG00000163512
O14977	ENSG00000155096
Q96A70	ENSG00000142920
Q07817	ENSG00000171552
Q92843	ENSG00000129473; ENSG00000258643
Q9HD36	ENSG00000137875
O43521	ENSG00000153094
Q9HB09	ENSG00000126453
Q9BXK5	ENSG00000099968
Q9BZR8	ENSG00000121380; ENSG00000281449
Q5TBC7	ENSG00000188761
Q16548	ENSG00000140379
P61769	ENSG00000166710; ENSG00000273686
P04920	ENSG00000164889
P48751	ENSG00000114923
Q96Q91	ENSG00000113073
P59052	
P02730	ENSG00000004939
Q9P2W7	ENSG00000109956
Q9NPZ5	ENSG00000112309
O94766	ENSG00000149541
O75752	ENSG00000169255
Q8NCR0	ENSG00000162885; ENSG00000282880
Q6Y288	ENSG00000187676
Q9NY97	ENSG00000170340
Q9Y2A9	ENSG00000179913
Q9C0J1	ENSG00000176383
Q9BYG0	ENSG00000176597
Q6ZMB0	ENSG00000198488
Q8NFL0	ENSG00000156966
Q7Z7M8	ENSG00000177191
Q6UX72	ENSG00000237172
Q67FW5	ENSG00000175711; ENSG00000277033
Q9Y5Z6	ENSG00000172318
O43825	ENSG00000162630
O96024	ENSG00000206285; ENSG00000226936; ENSG00000235155; ENSG00000236802; ENSG00000235863
Q9Y2C3	ENSG00000183778
Q96L58	ENSG00000176022
O43505	ENSG00000174684
Q00973	ENSG00000135454
Q8NHY0	ENSG00000167080
Q6L9W6	ENSG00000139044
Q76KP1	ENSG00000182272
P15291	ENSG00000086062
O60909	ENSG00000117411
O60512	ENSG00000158850
O60513	ENSG00000121578
O43286	ENSG00000158470
Q9UBX8	ENSG00000118276
Q9UBV7	ENSG00000027847
Q9UPM9	ENSG00000108641
Q9BPU9	ENSG00000123810
Q8WXS3	ENSG00000164929
P0C853	
Q14032	ENSG00000136881; ENSG00000276559
Q9NWV8	ENSG00000105393
Q9NXR7	ENSG00000158019
Q8WZ19	ENSG00000174943
Q13829	ENSG00000109079
Q9H3F6	ENSG00000110906
P56817	ENSG00000186318
Q9Y5Z0	ENSG00000182240
O14867	ENSG00000156273
Q9BYV9	ENSG00000112182
Q6ZUV0	
O00154	ENSG00000097021
Q92934	ENSG00000002330
Q9H503	ENSG00000125888
O75531	ENSG00000175334
Q99933	ENSG00000107262
O95816	ENSG00000112208
O95817	ENSG00000151929
O95429	ENSG00000156735
Q9UL15	ENSG00000166170
P46379	ENSG00000204463; ENSG00000096155; ENSG00000229524; ENSG00000233348; ENSG00000227761; ENSG00000228760; ENSG00000234651
Q13072	
Q86Y30	
Q86Y29	
Q86Y28	
Q86Y27	
Q9P281	
Q8TBE0	ENSG00000140320
O14514	ENSG00000181790
Q9UQB8	ENSG00000175866
O94812	ENSG00000007516
Q6ZNE5	ENSG00000126775
Q16611	ENSG00000030110
Q13145	ENSG00000095739
Q8NDB2	ENSG00000153064
Q8N9N5	ENSG00000172530
Q8IXM2	ENSG00000258315
Q92560	ENSG00000163930
Q9UHQ4	ENSG00000075790; ENSG00000283852
P51572	ENSG00000185825
Q99728	ENSG00000138376
Q9BZE3	ENSG00000125492
Q9NY43	ENSG00000143032
Q9HBU1	ENSG00000131668
Q9UMQ3	ENSG00000043039
P35613	ENSG00000172270
P80723	ENSG00000176788
P82251	ENSG00000021488
Q8N1L9	ENSG00000168062
Q9NR55	ENSG00000123685
Q16520	ENSG00000156127
Q07812	ENSG00000087088
Q9NRL2	ENSG00000198604
Q9UIG0	ENSG00000009954
Q9UIF9	ENSG00000076108
Q9UIF8	ENSG00000123636
Q96PG8	ENSG00000105327
Q9BXH1	ENSG00000105327
A8MTZ0	ENSG00000214413
Q8ND07	ENSG00000119636
Q8TAM1	ENSG00000179941
Q6ZW61	ENSG00000181004
Q8NFJ9	ENSG00000174483
Q9BXC9	ENSG00000125124
Q96RK4	ENSG00000140463
Q8N3I7	ENSG00000163093
Q8IWZ6	ENSG00000138686
Q8WY36	ENSG00000114439
Q9H165	ENSG00000119866
Q9C0K0	ENSG00000127152
P50895	ENSG00000187244
Q6ZUJ8	ENSG00000155629
P56945	ENSG00000050820
O75815	ENSG00000137936
O75363	ENSG00000064787
Q9H6U6	ENSG00000141376
Q8TDM0	ENSG00000124243
P54687	ENSG00000060982
O15382	ENSG00000105552
Q9P287	ENSG00000107949
Q9NWK9	ENSG00000117174
Q9HAY6	ENSG00000135697
Q9BYV7	ENSG00000197580
O60756	
O14874	ENSG00000103507
O95999	ENSG00000142867
P10415	ENSG00000171791
P20749	ENSG00000069399
Q8N143	ENSG00000161940
P41182	ENSG00000113916
Q4VC05	ENSG00000110987; ENSG00000282873
Q9BQE9	ENSG00000106635
Q8WUZ0	ENSG00000099385
P0C6P0	
Q86UU0	ENSG00000186174
O00512	ENSG00000116128
Q9NYF8	ENSG00000029363
Q8N888	
Q5H9F3	ENSG00000085185
Q6W2J9	ENSG00000183337
P11274	ENSG00000186716
Q9Y276	ENSG00000074582
Q8NFC6	ENSG00000038219
Q8IYS8	ENSG00000228075
Q9BUT1	ENSG00000164039
Q02338	ENSG00000161267; ENSG00000275544
P23560	ENSG00000176697
A6H8Y1	ENSG00000145734; ENSG00000273873
Q3B7T3	ENSG00000166546
Q14457	ENSG00000126581
A8MW95	ENSG00000196289
Q9BUH8	ENSG00000183092
Q8NDZ0	ENSG00000177324
Q5T5X7	ENSG00000178409
Q6ZU67	ENSG00000188848
Q7L4P6	ENSG00000162373
Q5SZJ8	ENSG00000151917
Q8N7W2	ENSG00000165626
O76090	ENSG00000167995
Q8NFU1	ENSG00000039987
Q8N1M1	ENSG00000127325
Q8NFU0	ENSG00000142959
Q9NYM9	ENSG00000177951
O15155	ENSG00000105829
Q9HBH7	ENSG00000133169
Q9BXY8	ENSG00000133134
Q00994	ENSG00000166681
Q9NWD9	ENSG00000102409
Q5H9J7	ENSG00000184515
Q9NZS9	ENSG00000103429; ENSG00000275618
Q12934	ENSG00000125864
Q13515	ENSG00000170819
P16278	ENSG00000170266
P16442	
Q15582	ENSG00000120708
P08236	ENSG00000169919
Q6P575	
Q7RTU4	ENSG00000205899
Q7RTS1	ENSG00000180535
Q8NFJ8	ENSG00000180828
Q8NDY6	ENSG00000125533
O14503	ENSG00000134107
Q9C0J9	ENSG00000123095
Q6PI77	ENSG00000198908
C9JSJ3	ENSG00000237452
Q93088	ENSG00000145692
Q9H2M3	ENSG00000132840
P55061	ENSG00000139644
Q9UHR4	ENSG00000006453
Q6UXY1	ENSG00000128298
Q9H694	ENSG00000122870
Q96G01	ENSG00000151746
Q8TD16	ENSG00000185963
Q6ZP65	ENSG00000135127
A1A5D9	ENSG00000162069
Q9NZM4	ENSG00000063169
Q6AI39	ENSG00000112624
P55957	ENSG00000015475
P53004	ENSG00000106605
Q9Y6D6	ENSG00000066777
Q9Y6D5	ENSG00000124198
Q5TH69	ENSG00000112379
Q13323	ENSG00000100290
O00499	ENSG00000136717
Q9UBW5	ENSG00000110934
Q9NQY0	ENSG00000147439
Q13075	ENSG00000249437; ENSG00000278613
Q13490	ENSG00000110330
Q13489	ENSG00000023445
O15392	ENSG00000089685
Q9NR09	ENSG00000115760
Q96CA5	ENSG00000101197
Q96P09	ENSG00000163098
Q86UB2	ENSG00000134897
P46663	ENSG00000100739
P30411	ENSG00000168398
P78537	ENSG00000135441
Q6QNY1	ENSG00000196072
Q6QNY0	ENSG00000189114
Q9NUP1	ENSG00000186222
Q8TDH9	ENSG00000188428
Q9UL45	ENSG00000104164
A4D250	ENSG00000204960
P62952	ENSG00000166619
Q8IZY5	ENSG00000259571
P51451	ENSG00000136573
Q13867	ENSG00000108578
A8MY62	ENSG00000215906
P54132	ENSG00000197299
Q8WV28	ENSG00000095585
P30043	ENSG00000090013
Q5H9B9	
O00327	ENSG00000133794
Q8WYA1	ENSG00000029153
Q96LC9	ENSG00000104081
P35226	ENSG00000168283
O95393	ENSG00000163217
O95972	ENSG00000130385
P13497	ENSG00000168487
Q9NSY1	ENSG00000138756
P12643	ENSG00000125845
P12645	ENSG00000152785
P12644	ENSG00000125378
P22003	ENSG00000112175
P22004	ENSG00000153162
P18075	ENSG00000101144
Q7Z5Y6	ENSG00000183682
P34820	ENSG00000116985
Q8N8U9	ENSG00000164619
Q13873	ENSG00000204217
P36894	ENSG00000107779
O00238	ENSG00000138696
Q14692	ENSG00000165733
Q1RMZ1	ENSG00000164603
P51813	ENSG00000102010
Q7Z5W3	ENSG00000186666
Q01954	ENSG00000169594
Q6ZN30	ENSG00000173068
O60238	ENSG00000104765
Q12982	ENSG00000140299
Q12983	ENSG00000176171
Q7Z465	ENSG00000163141
Q9BWV1	ENSG00000144857
Q96IK1	ENSG00000145919
O75936	ENSG00000129151
Q9UMX3	ENSG00000176720
Q9Y3E2	ENSG00000178096
Q9H3K6	ENSG00000169627; ENSG00000183336
Q53S33	ENSG00000163170
Q8N9W6	ENSG00000152430
Q14137	ENSG00000261236
Q7L3V2	ENSG00000215012
Q6PGQ7	ENSG00000136122
Q969J3	ENSG00000165714; ENSG00000280689
Q96GS4	ENSG00000196544
Q96B45	ENSG00000166275
Q96FH0	ENSG00000254901
Q53HL2	ENSG00000134690
O14613	ENSG00000149798
Q9UKI2	ENSG00000163171
Q6NZY7	ENSG00000167617; ENSG00000273622; ENSG00000273633; ENSG00000278444
Q9H3Q1	ENSG00000179604
Q00587	ENSG00000128283
Q9GZL8	
Q86WA6	ENSG00000137274
Q9NP55	ENSG00000198183
Q96DR5	ENSG00000131050
Q9BQP9	ENSG00000131059
Q8TDL5	ENSG00000125999
Q8N4F0	ENSG00000078898
P59826	ENSG00000186190
P59827	ENSG00000186191
Q8NFQ5	ENSG00000167104
Q8NFQ6	ENSG00000184459
P17213	ENSG00000101425
P50747	ENSG00000159267
O95861	ENSG00000162813
Q12830	ENSG00000171634
O15178	ENSG00000164458
P15056	ENSG00000157764
Q7Z569	ENSG00000089234
P59051	
Q6PJG6	ENSG00000106009
P38398	ENSG00000012048
P51587	ENSG00000139618
P46736	ENSG00000185515
O95696	ENSG00000100425
P25440	ENSG00000204256; ENSG00000234507; ENSG00000215077; ENSG00000234704; ENSG00000235307
Q15059	ENSG00000169925
O60885	ENSG00000141867
Q9NPI1	ENSG00000166164
Q9H0E9	ENSG00000112983
Q9H8M2	ENSG00000028310
Q58F21	ENSG00000137948
Q5VTR2	ENSG00000155827
O75150	ENSG00000103549
Q9HAW0	ENSG00000104221
Q8WY22	ENSG00000184992
O95415	ENSG00000164713
Q6PL45	ENSG00000182685
Q8WUW1	ENSG00000254999
Q5PSV4	ENSG00000100916
Q9HCU9	ENSG00000174744
O60477	ENSG00000078725
Q9C0B6	ENSG00000198797
Q76B58	ENSG00000162670
Q96NH3	ENSG00000146350
Q5VW32	ENSG00000162819
P55201	ENSG00000156983
Q9ULD4	ENSG00000096070
P32247	ENSG00000102239
Q8TDC3	ENSG00000160469
Q8IWQ3	ENSG00000174672
